"工業生產指數-月 依 期間, 指標 與 種類"

" ","總指數"," ","總指數(不含土石採取業)"," ","礦業及土石採取業"," ","製造業"," ","金屬機電工業"," ","資訊電子工業"," ","化學工業"," ","民生工業"," ","電力及燃氣供應業"," ","用水供應業"," "
" ","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)","原始值","年增率(%)"
"2018M11",81.40,1.89,81.38,1.88,88.28,1.46,80.55,1.58,89.84,-1.12,69.68,1.01,98.31,4.62,95.67,5.78,93.66,6.69,95.12,-3.01
"2018M12",79.85,-1.98,79.83,-1.98,95.17,2.90,79.15,-2.31,88.83,-2.58,68.43,-3.71,95.10,-1.66,95.52,5.30,88.57,2.39,102.75,-1.59
"2019M01",79.78,0.59,79.77,0.59,90.55,2.96,79.10,0.67,92.05,-1.09,64.42,0.17,101.28,-1.21,102.72,9.53,88.15,-0.80,101.43,-1.53
"2019M02",62.70,-1.66,62.70,-1.66,65.48,4.33,61.76,-1.62,67.38,-0.16,52.45,-3.28,83.08,-0.60,70.05,1.35,75.81,-2.26,90.96,-1.06
"2019M03",77.52,-7.56,77.51,-7.57,84.04,0.02,76.68,-8.07,88.43,-8.75,64.66,-9.48,95.57,-5.41,91.83,-4.77,88.92,-0.24,100.32,-2.40
"2019M04",77.05,2.26,77.05,2.27,81.67,0.94,76.13,2.27,87.36,1.95,64.34,1.04,94.91,3.01,91.34,7.48,89.89,2.28,99.65,0.05
"2019M05",80.43,-1.89,80.42,-1.88,88.16,-8.62,79.20,-1.76,89.91,-6.62,66.34,-0.81,102.34,2.29,94.80,-2.64,98.47,-3.35,102.97,-2.09
"2019M06",78.63,-0.23,78.65,-0.19,79.01,-6.77,77.16,-0.34,84.12,-8.07,67.83,4.50,95.10,-0.28,88.05,-4.73,101.34,1.70,101.45,0.44
"2019M07",83.92,4.87,83.93,4.90,84.16,-2.93,82.35,4.82,89.50,-3.21,71.88,10.11,101.58,1.99,97.69,4.28,108.44,6.52,103.52,0.44
"2019M08",85.07,3.10,85.09,3.13,76.93,-6.55,83.55,3.14,84.05,-8.25,77.33,12.55,98.09,-3.15,95.51,-2.79,109.13,3.38,102.76,-0.78
"2019M09",81.72,0.75,81.74,0.79,78.62,-9.33,80.69,1.06,80.63,-5.01,77.07,6.45,89.17,-4.94,87.87,-1.07,97.09,-2.90,100.50,0.56
"2019M10",84.28,-0.38,84.27,-0.38,89.21,-3.87,83.42,-0.55,85.82,-6.00,77.08,2.97,94.80,-4.00,97.09,1.15,96.20,1.91,103.35,4.14
"2019M11",83.75,2.89,83.74,2.90,89.93,1.87,83.33,3.45,83.97,-6.53,78.06,12.03,93.69,-4.70,96.00,0.34,88.14,-5.89,100.91,6.09
"2019M12",86.85,8.77,86.83,8.77,98.21,3.19,86.57,9.37,90.51,1.89,79.18,15.71,98.11,3.17,102.97,7.80,88.31,-0.29,105.52,2.70
"2020M01",78.32,-1.83,78.31,-1.83,84.60,-6.57,77.78,-1.67,74.95,-18.58,74.26,15.27,92.14,-9.02,82.93,-19.27,84.83,-3.77,102.72,1.27
"2020M02",77.42,23.48,77.39,23.43,89.38,36.50,76.89,24.50,81.08,20.33,69.76,33.00,92.00,10.74,85.79,22.47,84.01,10.82,94.42,3.80
"2020M03",87.56,12.95,87.55,12.95,97.92,16.52,87.28,13.82,90.60,2.45,81.80,26.51,97.42,1.94,95.78,4.30,90.42,1.69,102.34,2.01
"2020M04",81.23,5.43,81.18,5.36,100.42,22.96,80.79,6.12,81.04,-7.23,76.98,19.65,90.74,-4.39,86.94,-4.82,86.03,-4.29,99.64,-0.01
"2020M05",82.42,2.47,82.39,2.45,96.39,9.34,81.37,2.74,78.52,-12.67,79.39,19.67,88.19,-13.83,88.63,-6.51,97.30,-1.19,102.94,-0.03
"2020M06",85.22,8.38,85.20,8.33,96.25,21.82,83.98,8.84,80.70,-4.07,82.93,22.26,88.77,-6.66,89.81,2.00,103.58,2.21,101.50,0.05
"2020M07",88.20,5.10,88.19,5.08,95.99,14.06,86.71,5.29,85.20,-4.80,82.92,15.36,95.71,-5.78,98.19,0.51,110.77,2.15,105.29,1.71
"2020M08",90.24,6.08,90.24,6.05,91.78,19.30,89.13,6.68,83.56,-0.58,89.00,15.09,91.91,-6.30,97.84,2.44,106.84,-2.10,104.47,1.66
"2020M09",93.41,14.30,93.40,14.26,95.92,22.00,92.85,15.07,88.76,10.08,92.43,19.93,95.64,7.26,99.73,13.50,101.55,4.59,101.55,1.04
"2020M10",91.23,8.25,91.22,8.25,95.82,7.41,90.72,8.75,88.05,2.60,89.52,16.14,95.61,0.85,95.77,-1.36,98.05,1.92,106.08,2.64
"2020M11",92.67,10.65,92.64,10.63,102.41,13.88,92.56,11.08,92.78,10.49,90.12,15.45,98.10,4.71,97.35,1.41,92.90,5.40,102.71,1.78
"2020M12",98.00,12.84,97.97,12.83,108.94,10.93,98.21,13.45,104.83,15.82,93.54,18.14,101.08,3.03,105.23,2.19,93.04,5.36,106.30,0.74
"2021M01",95.39,21.80,95.36,21.77,110.17,30.22,95.52,22.81,97.62,30.25,92.26,24.24,100.98,9.59,100.98,21.77,92.14,8.62,103.67,0.92
"2021M02",80.59,4.09,80.58,4.12,87.12,-2.53,80.62,4.85,77.65,-4.23,81.94,17.46,83.00,-9.78,76.61,-10.70,79.02,-5.94,92.94,-1.57
"2021M03",102.74,17.34,102.72,17.33,109.73,12.06,103.31,18.37,104.87,15.75,102.32,25.09,104.11,6.87,104.10,8.69,93.47,3.37,101.34,-0.98
"2021M04",94.47,16.30,94.43,16.32,107.40,6.95,94.56,17.04,98.42,21.45,91.74,19.17,98.01,8.01,96.59,11.10,92.41,7.42,94.75,-4.91
"2021M05",98.96,20.07,98.95,20.10,102.73,6.58,98.43,20.97,101.91,29.79,95.40,20.17,103.03,16.83,100.90,13.84,107.12,10.09,98.21,-4.59
"2021M06",102.67,20.48,102.69,20.53,91.32,-5.12,102.55,22.11,102.38,26.86,102.70,23.84,101.92,14.81,103.00,14.69,105.32,1.68,97.08,-4.35
"2021M07",102.98,16.76,102.99,16.78,97.50,1.57,102.30,17.98,104.40,22.54,100.59,21.31,104.85,9.55,103.45,5.36,113.72,2.66,104.13,-1.10
"2021M08",104.03,15.28,104.04,15.29,90.99,-0.86,103.62,16.26,101.86,21.90,104.47,17.38,103.30,12.39,103.26,5.54,110.91,3.81,104.09,-0.36
"2021M09",105.03,12.44,105.05,12.47,92.93,-3.12,104.85,12.92,100.27,12.97,109.06,17.99,99.20,3.72,99.78,0.05,108.73,7.07,100.71,-0.83
"2021M10",102.79,12.67,102.80,12.69,93.15,-2.79,102.53,13.02,100.62,14.28,104.48,16.71,98.48,3.00,101.71,6.20,107.34,9.47,102.28,-3.58
"2021M11",104.05,12.28,104.04,12.31,105.89,3.40,104.65,13.06,102.84,10.84,106.76,18.46,100.39,2.33,103.14,5.95,94.84,2.09,97.53,-5.04
"2021M12",106.33,8.50,106.32,8.52,111.04,1.93,107.05,9.00,107.11,2.17,108.25,15.73,102.72,1.62,106.43,1.14,94.94,2.04,103.26,-2.86
"2022M01",103.63,8.64,103.64,8.68,101.18,-8.16,104.18,9.07,98.39,0.79,107.60,16.63,101.53,0.54,101.64,0.65,93.80,1.80,103.95,0.27
"2022M02",87.97,9.16,88.00,9.21,74.92,-14.00,88.13,9.32,81.12,4.47,93.63,14.27,85.50,3.01,76.00,-0.80,85.65,8.39,89.90,-3.27
"2022M03",105.93,3.10,105.93,3.13,105.79,-3.59,106.66,3.24,108.17,3.15,108.54,6.08,98.25,-5.63,105.73,1.57,93.31,-0.17,98.70,-2.61
"2022M04",99.04,4.84,99.04,4.88,98.42,-8.36,99.17,4.88,96.83,-1.62,101.63,10.78,98.06,0.05,91.85,-4.91,96.89,4.85,95.70,1.00
"2022M05",100.90,1.96,100.92,1.99,93.27,-9.21,100.76,2.37,97.96,-3.88,102.19,7.12,103.89,0.83,93.62,-7.22,103.92,-2.99,99.15,0.96
"2022M06",100.59,-2.03,100.60,-2.04,95.36,4.42,100.22,-2.27,96.95,-5.30,102.93,0.22,99.40,-2.47,93.06,-9.65,107.61,2.17,99.39,2.38
"2022M07",100.76,-2.16,100.76,-2.17,101.36,3.96,99.90,-2.35,95.85,-8.19,103.24,2.63,94.40,-9.97,98.44,-4.84,115.77,1.80,108.13,3.84
"2022M08",102.14,-1.82,102.13,-1.84,102.85,13.03,101.61,-1.94,94.03,-7.69,107.62,3.02,90.45,-12.44,101.67,-1.54,111.25,0.31,108.66,4.39
"2022M09",96.06,-8.54,96.05,-8.57,99.74,7.33,95.51,-8.91,90.31,-9.93,100.51,-7.84,86.69,-12.61,92.28,-7.52,105.17,-3.27,104.32,3.58
"2022M10",94.48,-8.08,94.46,-8.11,100.06,7.42,93.91,-8.41,89.66,-10.89,97.90,-6.30,86.97,-11.69,91.31,-10.23,103.87,-3.23,104.47,2.14
"2022M11",94.53,-9.15,94.51,-9.16,102.72,-2.99,94.44,-9.76,91.84,-10.70,98.24,-7.98,83.28,-17.04,96.15,-6.78,95.49,0.69,98.21,0.70
"2022M12",94.16,-11.45,94.12,-11.47,110.55,-0.44,94.02,-12.17,92.37,-13.76,95.86,-11.45,87.19,-15.12,98.07,-7.85,94.99,0.05,105.46,2.13
"2023M01",79.19,-23.58,79.18,-23.60,85.59,-15.41,78.68,-24.48,71.64,-27.19,82.64,-23.20,76.34,-24.81,75.92,-25.30,88.28,-5.88,103.29,-0.63
"2023M02",79.19,-9.98,79.17,-10.03,94.64,26.32,78.81,-10.58,81.84,0.89,76.64,-18.15,81.93,-4.18,80.93,6.49,85.96,0.36,91.36,1.62
"2023M03",88.95,-16.03,88.90,-16.08,114.00,7.76,88.64,-16.89,95.61,-11.61,84.21,-22.42,91.00,-7.38,96.39,-8.83,93.40,0.10,99.22,0.53
"2023M04",76.66,-22.60,76.61,-22.65,100.19,1.80,76.11,-23.25,82.32,-14.99,71.75,-29.40,80.82,-17.58,81.71,-11.04,86.03,-11.21,97.68,2.07

"由於限於各電腦系統之浮點數（floating "
"point）的表達方式與計算確度差異，部分透過計算所得的統計量（如年增率）-"
"容或有計算誤差，或與他系統所計算之結果有尾差情形。 "
"(https://www.stat.gov.tw/News_NoticeCalendar_Content.aspx?MetaI_D=1110"
"target=_blank) more "

